url_length,has_ip_address,has_at_symbol,num_dots,num_hyphens,num_subdomains,is_https,has_port,url_depth,has_double_slash_redirect,domain_length,has_suspicious_keywords,path_length,query_length,num_special_chars,tld_in_path,domain_age_days,is_shortened_url,num_digits_in_domain,has_valid_ssl,Result
54,0,0,2,0,1,0,0,5,0,16,0,31,0,0,0,11433,0,0,0,0
57,0,0,2,0,0,0,0,4,0,19,0,31,0,0,0,-1,0,0,0,1
66,0,0,1,0,0,0,0,6,0,16,0,43,0,0,0,-1,1,0,0,1
33,0,0,1,0,0,0,0,2,0,19,0,7,0,0,0,-1,0,0,0,1
49,0,0,3,0,1,0,0,1,0,29,0,13,0,0,0,6773,0,4,0,1
67,0,0,3,0,1,0,0,2,0,24,0,11,24,4,0,5736,0,0,0,1
35,1,0,4,0,2,0,0,2,0,14,0,14,0,0,0,-1,0,11,0,1
106,0,0,6,0,1,0,0,3,1,19,0,38,41,2,1,-1,0,0,0,1
30,1,0,4,0,2,0,0,1,0,13,0,10,0,0,0,3718,0,10,0,1
26,0,0,1,0,0,0,0,1,0,11,0,8,0,0,0,11033,0,0,0,0
26,0,0,1,0,0,0,0,1,0,11,0,8,0,0,0,8867,1,0,0,1
25,0,0,1,0,0,0,0,1,0,10,0,8,0,0,0,5987,0,0,0,1
103,0,0,3,0,1,0,0,7,0,18,0,78,0,0,0,-1,0,0,0,1
37,0,0,2,0,1,0,0,3,0,11,0,19,0,0,0,11123,0,0,0,0
79,0,0,2,1,0,0,0,4,0,17,0,55,0,0,0,8058,0,0,0,0
38,0,0,2,1,1,0,0,1,0,30,0,1,0,0,0,-1,0,2,0,1
51,0,0,1,0,0,0,0,3,0,11,0,33,0,0,0,11476,0,0,0,0
27,0,0,2,0,1,0,0,1,0,19,0,1,0,0,0,11544,0,0,0,0
139,0,1,3,0,0,0,0,5,0,28,0,36,67,5,0,-1,0,0,0,1
86,0,0,5,1,0,0,0,2,0,14,1,4,60,3,0,-1,0,0,0,1
93,0,0,3,0,1,0,0,2,0,22,0,64,0,0,0,-1,0,0,0,1
120,0,0,2,0,0,0,0,2,0,20,0,37,55,2,0,7049,0,0,0,1
36,0,0,2,0,0,0,1,2,0,14,0,15,0,0,0,-1,0,6,0,1
29,0,0,1,0,0,0,0,1,0,14,0,8,0,0,0,9523,0,0,0,1
69,0,0,4,0,1,0,0,1,0,15,0,10,36,3,0,10257,0,0,0,0
56,0,0,2,0,1,0,0,3,0,10,0,39,0,0,0,4845,0,0,0,1
81,0,0,1,0,0,0,0,5,0,20,0,54,0,0,0,254,0,0,0,1
35,0,0,2,0,1,0,0,2,0,16,0,12,0,0,0,-1,0,0,0,1
105,0,0,7,0,2,0,0,2,0,17,1,5,75,5,0,6995,0,0,0,1
28,0,0,1,0,0,0,0,1,0,20,0,1,0,0,0,6121,0,0,0,0
31,0,0,2,0,1,0,0,2,0,18,0,6,0,0,0,7022,0,0,0,0
71,0,0,3,0,1,0,0,5,0,20,1,44,0,0,0,5398,1,0,0,1
39,0,0,1,2,0,0,0,1,0,31,0,1,0,0,0,1001,0,0,0,1
89,0,0,1,0,0,0,0,1,0,12,0,1,68,2,0,8149,0,0,0,0
280,0,0,15,0,1,0,0,4,0,26,0,32,214,18,0,-1,0,0,0,1
104,0,0,6,0,1,0,0,3,1,18,0,38,40,2,1,-1,0,0,0,1
29,0,0,2,1,1,0,1,0,0,22,0,0,0,0,0,-1,0,6,0,1
72,0,0,3,1,1,0,0,1,0,48,0,17,0,0,0,5195,0,0,0,1
35,0,0,2,0,0,0,0,1,0,12,0,16,0,0,0,-1,0,0,0,1
102,0,0,1,0,0,0,0,6,0,15,0,80,0,0,0,9713,0,0,0,0
48,0,0,2,0,1,0,0,2,0,16,0,25,0,0,0,9246,0,0,0,0
24,0,0,1,0,0,0,0,1,0,16,0,1,0,0,0,7392,0,0,0,0
71,0,0,3,0,1,0,0,4,0,18,0,46,0,0,0,8438,0,0,0,0
38,0,0,1,0,0,0,0,1,0,11,0,6,13,2,0,7752,0,0,0,0
28,0,0,3,0,1,0,0,1,0,14,0,7,0,0,0,10259,0,0,0,0
36,0,0,2,0,1,0,0,1,0,28,0,1,0,0,0,6393,0,3,0,1
20,0,0,1,0,0,0,0,2,0,9,0,4,0,0,0,381,0,1,0,1
26,0,0,2,0,1,0,0,1,0,14,0,5,0,0,0,9527,0,0,0,0
44,0,0,1,0,0,0,0,2,0,21,0,16,0,0,0,9368,0,0,0,0
73,0,1,5,0,0,0,0,3,0,15,1,22,28,2,0,-1,0,0,0,1
36,0,0,1,0,0,0,0,4,0,9,0,20,0,0,0,10742,0,0,0,0
35,0,0,1,0,0,0,0,2,0,19,1,9,0,0,0,9926,0,0,0,0
96,0,0,1,0,0,0,0,5,0,17,0,72,0,0,0,5539,0,0,0,0
34,0,0,1,0,0,0,0,1,0,15,0,12,0,0,0,2404,0,0,0,1
47,0,0,1,0,0,0,0,2,0,10,0,30,0,0,0,8260,0,0,0,0
48,0,0,3,0,1,0,0,3,0,20,0,21,0,0,0,5396,0,0,0,1
37,0,0,2,0,0,0,0,2,0,16,0,14,0,0,0,6363,0,0,0,1
24,0,0,1,0,0,0,0,1,0,10,0,7,0,0,0,-1,0,0,0,1
107,0,0,1,0,0,0,0,3,0,9,0,91,0,0,0,-1,0,0,0,0
23,0,0,2,0,1,0,0,1,0,15,0,1,0,0,0,2746,0,1,0,1
23,0,0,1,0,0,0,0,1,0,9,0,7,0,0,0,8213,0,0,0,1
57,0,0,3,0,0,0,0,3,0,11,1,39,0,0,0,-1,0,0,0,1
41,0,0,2,0,0,0,0,1,0,22,0,12,0,0,0,9472,0,0,0,0
73,0,0,3,0,1,0,0,1,0,19,0,15,31,1,0,8067,0,0,0,0
61,0,0,2,0,0,0,0,4,0,21,0,33,0,0,0,-1,0,0,0,1
40,0,0,1,0,0,0,0,1,0,12,0,21,0,0,0,10632,0,0,0,0
96,0,0,4,0,1,0,0,6,0,21,0,68,0,0,0,6052,0,0,0,1
29,0,0,1,0,0,0,0,1,0,16,0,6,0,0,0,5033,0,0,0,1
51,1,0,6,0,1,0,0,4,0,15,0,29,0,0,0,-1,0,3,0,1
64,0,0,1,0,0,0,0,6,0,13,0,44,0,0,0,-1,0,0,0,1
38,0,0,1,0,0,0,0,1,0,21,0,10,0,0,0,7585,0,0,0,0
33,0,0,1,0,0,0,0,1,0,11,0,15,0,0,0,11033,0,0,0,0
49,0,0,2,1,1,0,0,4,0,13,0,29,0,0,0,7867,0,0,0,0
36,0,0,2,0,0,0,1,2,0,14,0,15,0,0,0,-1,0,6,0,1
38,0,0,1,0,0,0,0,1,0,12,0,19,0,0,0,714,0,0,0,0
81,0,0,2,0,0,0,0,3,0,22,0,52,0,0,0,6022,0,0,0,0
38,0,0,3,0,1,0,0,2,0,15,0,16,0,0,0,-1,0,7,0,1
72,0,0,5,0,0,0,0,3,0,19,0,46,0,0,0,-1,0,0,0,1
28,0,0,1,1,0,0,0,2,0,14,0,7,0,0,0,-1,0,0,0,1
40,0,0,2,0,0,0,0,2,0,13,0,20,0,0,0,-1,0,0,0,1
74,0,0,1,0,0,0,0,4,0,16,0,51,0,0,0,-1,0,0,0,1
47,0,0,1,0,0,0,0,1,0,13,0,1,25,2,0,8008,0,0,0,0
31,0,0,1,0,0,0,0,1,0,23,0,1,0,0,0,8543,0,0,0,0
36,0,0,2,0,0,0,0,2,0,9,1,12,7,2,0,-1,0,0,0,1
38,0,0,2,1,0,0,0,2,0,13,0,18,0,0,0,9907,0,0,0,0
134,0,0,2,0,0,0,0,7,0,13,1,114,0,3,1,-1,0,0,0,1
66,0,0,5,0,0,0,0,5,0,13,0,46,0,0,1,373,0,0,0,1
57,0,0,5,0,2,0,0,4,0,14,0,36,0,0,0,-1,0,0,0,0
61,0,0,2,0,0,0,0,2,0,15,0,39,0,0,0,6799,0,0,0,0
54,0,0,2,0,1,0,0,2,0,23,0,24,0,0,0,11544,0,1,0,0
52,0,0,5,2,4,0,0,0,0,45,1,0,0,0,0,-1,0,0,0,1
31,0,0,1,0,0,0,0,3,0,8,0,16,0,0,0,11081,0,0,0,0
27,0,0,1,0,0,0,0,1,0,19,0,1,0,0,0,-1,0,0,0,0
82,0,0,2,0,0,0,0,5,0,20,0,55,0,0,0,5855,0,0,0,1
22,0,0,1,0,0,0,0,1,0,8,0,7,0,0,0,-1,0,0,0,1
82,0,0,2,0,0,0,0,6,0,21,0,54,0,0,0,-1,0,0,0,1
27,0,0,2,0,0,0,0,1,0,11,0,9,0,0,0,-1,0,0,0,1
94,0,0,1,0,0,0,0,7,0,14,0,73,0,0,0,3300,0,0,0,1
70,0,0,1,0,0,0,0,2,0,17,0,46,0,0,0,6146,0,0,0,0
55,0,0,1,0,0,0,0,5,0,9,0,39,0,1,0,122,0,0,0,1
42,0,0,2,0,1,0,0,2,0,28,0,7,0,0,0,11217,0,0,0,0
42,0,0,2,0,1,0,0,2,0,16,0,19,0,0,0,9246,0,0,0,0
27,0,0,2,0,1,0,0,2,0,14,0,6,0,0,0,-1,0,0,0,1
77,0,0,1,0,0,0,0,4,0,9,0,61,0,0,0,-1,0,0,0,1
40,0,0,2,1,1,0,0,1,0,32,0,1,0,0,0,-1,0,1,0,1
30,0,0,1,0,0,0,0,2,0,14,0,9,0,0,0,6160,0,0,0,0
40,0,0,5,0,3,0,0,2,0,20,0,13,0,0,0,-1,0,0,0,0
77,0,0,3,0,1,0,0,4,0,19,0,51,0,0,0,9919,1,0,0,0
67,0,0,1,0,0,0,0,3,0,11,0,49,0,0,0,7112,0,0,0,0
41,0,0,1,0,0,0,0,3,0,15,0,19,0,0,0,9770,0,0,0,0
63,0,0,1,0,0,0,0,1,0,11,0,45,0,0,0,7818,0,0,0,0
54,0,0,1,0,0,0,0,3,0,10,0,37,0,0,0,7462,0,0,0,0
54,0,0,2,0,0,0,0,2,0,32,0,15,0,0,0,-1,0,0,0,1
54,0,0,2,0,0,0,0,2,0,14,0,15,17,4,0,10548,0,0,0,0
74,0,0,2,0,0,0,0,6,0,21,0,46,0,0,0,-1,0,0,0,1
58,0,0,2,1,1,0,0,3,0,24,0,27,0,0,0,-1,0,0,0,1
42,0,0,2,0,0,0,0,2,0,12,0,23,0,0,0,11258,0,0,0,0
28,0,0,1,0,0,0,0,1,0,10,0,11,0,0,0,7338,0,0,0,0
42,0,0,2,0,0,0,0,4,1,10,0,25,0,0,0,-1,0,0,0,1
68,0,0,3,0,1,0,0,3,0,15,0,46,0,0,0,2367,0,0,0,1
54,0,0,1,0,0,0,0,2,0,4,1,43,0,0,0,5561,0,0,0,1
112,0,0,2,0,0,0,0,2,0,22,0,83,0,0,0,9320,0,0,0,0
27,0,0,1,0,0,0,0,1,0,12,0,8,0,0,0,5288,1,0,0,1
39,0,0,1,0,0,0,0,1,0,24,0,8,0,0,0,6699,0,0,0,1
147,0,0,10,4,8,0,0,3,0,73,1,67,0,2,0,-1,1,13,0,1
33,0,0,3,0,1,0,0,1,0,16,0,10,0,0,0,9848,0,0,0,0
76,0,0,1,0,0,0,0,3,0,10,0,59,0,0,0,11511,0,0,0,0
39,0,0,2,0,0,0,0,2,0,15,1,17,0,0,0,-1,0,0,0,1
39,0,0,1,0,0,0,0,3,0,15,0,17,0,0,0,6953,0,0,0,0
71,0,0,3,0,1,0,0,3,0,31,0,33,0,0,0,7592,1,0,0,0
60,0,0,1,0,0,0,0,6,0,20,0,33,0,0,0,-1,0,0,0,1
45,0,0,3,0,1,0,0,2,0,16,0,22,0,0,0,9246,0,0,0,0
42,0,0,3,1,1,0,0,2,0,15,0,20,0,0,0,-1,0,0,0,1
59,1,0,3,0,2,0,0,2,0,12,0,40,0,0,0,-1,0,9,0,1
51,1,0,4,0,2,0,0,2,0,14,0,30,0,0,0,-1,0,11,0,1
92,0,0,6,1,4,0,0,2,0,40,1,26,18,6,0,-1,0,0,0,1
32,0,0,2,1,1,0,0,1,0,24,0,1,0,0,0,-1,0,0,0,1
49,0,0,2,0,1,0,0,2,0,16,0,26,0,0,0,9246,0,0,0,0
132,0,0,5,0,1,0,0,2,0,30,0,46,48,6,0,-1,0,3,0,1
280,0,0,3,0,1,0,0,1,0,15,0,10,247,4,0,-1,0,1,0,1
76,0,0,2,0,0,0,0,8,0,15,0,54,0,0,0,9607,0,0,0,0
52,0,0,2,0,0,0,0,3,0,22,0,23,0,0,0,-1,0,0,0,1
46,0,0,3,0,0,0,0,2,0,13,0,26,0,0,0,-1,0,0,0,1
28,0,0,1,0,0,0,0,1,0,13,0,8,0,0,0,102,0,9,0,1
38,0,0,1,0,0,0,0,4,0,14,0,17,0,0,0,-1,0,0,0,1
55,0,0,6,0,1,0,0,3,0,16,0,32,0,0,1,9808,0,0,0,1
19,0,0,1,0,0,0,0,1,0,6,0,6,0,0,0,-1,1,0,0,1
28,0,0,1,0,0,0,0,1,0,12,0,9,0,0,0,-1,0,0,0,1
29,0,0,3,0,2,0,0,1,0,21,0,1,0,0,0,8359,0,0,0,0
68,0,0,1,0,0,0,0,3,0,10,0,51,0,0,0,11511,0,0,0,0
36,0,0,1,0,0,0,0,1,0,10,0,8,10,2,0,10462,0,0,0,0
192,0,0,13,0,12,0,0,1,0,184,0,1,0,0,0,-1,0,52,0,1
26,1,0,3,0,2,0,0,1,0,12,0,7,0,0,0,9690,0,9,0,1
31,0,0,1,0,0,0,0,1,0,16,0,8,0,0,0,5425,0,0,0,1
50,0,0,3,0,1,0,0,2,0,16,0,27,0,0,0,-1,0,0,0,1
58,0,0,1,0,0,0,0,3,0,14,0,37,0,0,0,9288,0,0,0,0
45,0,0,1,0,0,0,0,5,0,12,0,26,0,0,0,8588,0,0,0,0
38,0,0,1,0,0,0,0,3,0,18,0,13,0,0,0,-1,0,0,0,1
38,0,0,1,0,0,0,0,1,0,11,0,6,13,2,0,7752,0,0,0,0
40,0,0,1,0,0,0,0,4,0,17,0,16,0,0,0,-1,0,0,0,1
385,0,0,11,10,9,0,0,2,0,207,1,18,152,4,0,-1,0,46,0,1
122,0,0,4,0,1,0,0,2,0,19,0,21,74,10,0,-1,0,0,0,0
59,0,0,2,0,0,0,0,2,0,9,0,43,0,1,0,3895,0,0,0,0
23,0,0,1,0,0,0,0,1,0,7,0,9,0,0,0,5919,0,0,0,1
69,0,0,2,0,0,0,0,1,0,8,0,54,0,0,0,10035,0,0,0,0
114,0,0,2,0,0,0,0,2,0,12,0,27,67,3,0,-1,0,0,0,1
88,0,0,3,0,0,0,0,8,0,20,1,61,0,0,0,5695,0,0,0,1
42,0,0,1,0,0,0,0,3,0,14,0,21,0,0,0,8530,0,0,0,0
53,0,0,2,2,0,0,0,1,0,21,0,25,0,0,0,7916,0,0,0,0
44,0,0,3,1,1,0,0,2,0,22,0,15,0,0,0,10168,0,0,0,1
57,0,0,3,0,1,0,0,3,0,17,0,33,0,0,0,-1,0,0,0,0
93,0,0,1,0,0,0,0,5,0,15,0,71,0,0,0,7289,0,0,0,0
30,0,0,2,1,1,0,0,1,0,22,0,1,0,0,0,3709,0,0,0,1
40,0,0,4,0,2,0,0,1,0,20,0,2,10,2,0,11433,0,0,0,0
46,0,0,1,0,0,0,0,4,0,13,0,22,3,2,0,10091,0,0,0,0
44,0,0,3,0,1,0,0,2,0,19,0,18,0,0,0,-1,0,0,0,1
74,0,0,2,0,0,0,0,6,0,14,0,53,0,0,0,-1,0,0,0,1
39,0,0,2,0,0,0,0,3,0,11,0,21,0,0,0,5646,1,0,0,1
28,0,0,1,0,0,0,0,1,0,20,0,1,0,0,0,-1,0,0,0,1
26,0,0,1,0,0,0,0,1,0,13,0,6,0,0,0,-1,0,0,0,1
95,0,0,4,0,0,0,0,2,0,12,0,13,62,8,0,-1,0,0,0,1
63,0,0,4,0,1,0,0,2,0,24,0,32,0,0,0,-1,0,0,0,1
166,0,1,4,0,0,0,0,2,0,25,0,20,113,15,0,-1,0,0,0,1
39,0,0,2,0,1,0,0,1,0,23,0,9,0,0,0,9305,0,0,0,1
94,0,0,5,0,0,0,0,4,0,13,1,74,0,0,0,-1,0,9,0,1
15,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,-1,0,0,0,0
67,0,0,3,0,1,0,0,4,0,16,0,44,0,0,0,9919,1,0,0,0
175,0,0,2,0,0,0,0,3,0,11,0,157,0,0,0,9787,0,0,0,0
256,0,0,4,0,1,0,0,12,0,19,1,230,0,3,0,9046,0,3,0,1
35,0,0,2,0,1,0,0,1,0,27,0,1,0,0,0,7345,0,0,0,0
29,0,0,2,0,0,0,0,1,0,12,0,10,0,0,0,8029,0,0,0,1
25,0,0,1,0,0,0,0,1,0,10,0,8,0,0,0,7332,0,0,0,1
47,0,0,1,1,0,0,0,4,0,20,0,20,0,0,0,7248,0,0,0,0
79,0,0,3,0,1,0,0,7,0,19,1,53,0,0,0,-1,0,0,0,1
26,0,0,1,0,0,0,0,2,0,12,0,7,0,0,0,-1,0,0,0,1
81,0,0,3,0,1,0,0,2,0,17,0,18,38,2,0,11798,0,0,0,0
49,0,0,2,0,0,0,0,2,0,25,0,17,0,0,0,-1,0,0,0,1
49,0,0,4,2,1,0,0,1,0,23,0,19,0,0,0,-1,0,0,0,0
38,0,0,1,0,0,0,0,1,0,11,0,6,13,2,0,7752,0,0,0,0
36,0,0,1,1,0,0,0,3,0,13,0,16,0,0,0,-1,0,0,0,1
91,0,0,2,0,1,0,0,6,0,11,0,73,0,0,0,5951,0,0,0,1
29,0,0,2,0,0,0,0,1,0,10,0,12,0,0,0,9109,0,0,0,0
73,0,0,1,0,0,0,0,5,0,14,0,52,0,0,0,7389,0,0,0,0
33,0,0,1,0,0,0,0,1,0,14,1,12,0,0,0,-1,0,0,0,1
40,0,0,1,0,0,0,0,2,0,11,0,22,0,0,0,10945,0,0,0,0
56,0,0,2,0,0,0,0,1,0,25,0,11,12,2,0,6206,0,0,0,0
23,0,0,1,0,0,0,0,1,0,15,0,1,0,0,0,1170,0,0,0,0
20,0,0,1,0,0,0,0,1,0,7,0,6,0,0,0,-1,0,0,0,1
41,0,0,3,0,1,0,0,2,0,17,1,9,7,2,0,-1,0,0,0,1
40,0,0,3,0,1,0,0,3,0,14,1,19,0,0,0,1256,0,0,0,1
36,0,0,2,0,1,0,0,2,0,16,0,13,0,0,0,9246,0,0,0,0
49,0,0,3,0,1,0,0,2,0,20,0,22,0,0,0,10867,0,0,0,0
30,0,0,4,0,3,0,0,2,0,17,0,6,0,0,0,10872,0,0,0,0
40,0,0,3,0,1,0,0,2,0,19,0,14,0,0,0,-1,0,0,0,1
69,0,0,2,0,0,0,0,5,0,15,0,47,0,0,0,-1,0,0,0,1
30,0,0,1,0,0,0,0,1,0,10,0,13,0,0,0,7338,0,0,0,0
44,0,0,1,0,0,0,0,3,0,12,0,25,0,0,0,8253,0,0,0,0
49,0,0,1,0,0,0,0,4,0,13,0,29,0,0,0,7337,0,0,0,1
51,0,0,3,0,1,0,0,2,0,13,0,31,0,0,0,-1,0,0,0,0
53,0,0,3,0,1,0,0,3,0,14,0,32,0,0,0,10221,0,0,0,0
25,0,0,1,0,0,0,0,1,0,11,0,7,0,0,0,11033,0,0,0,0
206,0,0,10,0,0,0,0,3,0,21,0,13,164,1,0,9023,0,0,0,1
30,0,0,2,0,1,0,0,1,0,12,0,11,0,0,0,8892,0,0,0,1
69,0,0,1,0,0,0,0,5,0,21,0,41,0,0,0,8691,0,0,0,1
62,0,0,1,0,0,0,0,3,0,19,0,36,0,0,0,-1,0,0,0,1
26,0,0,1,0,0,0,0,1,0,18,0,1,0,0,0,629,0,0,0,0
30,0,0,2,0,0,0,0,1,0,14,0,9,0,0,1,-1,0,0,0,1
35,0,0,2,0,1,0,0,2,0,19,0,9,0,0,0,-1,0,0,0,1
30,0,0,1,1,0,0,0,1,0,14,0,9,0,0,0,-1,0,0,0,1
54,0,0,3,0,1,0,0,3,0,25,0,22,0,0,0,-1,1,0,0,0
45,0,0,2,0,0,0,0,2,0,19,0,19,0,0,0,801,0,0,0,1
33,0,0,2,0,1,0,0,1,0,25,0,1,0,0,0,-1,1,0,0,0
86,0,0,2,0,0,0,0,3,0,13,0,66,0,0,0,6602,0,0,0,0
121,0,0,2,1,0,0,0,13,0,21,1,93,0,0,0,3158,0,0,0,1
43,0,0,1,0,0,0,0,1,0,9,0,7,19,2,0,-1,0,0,0,1
63,0,0,4,0,1,0,0,2,0,24,0,32,0,0,0,7473,1,0,0,1
42,0,0,1,0,0,0,0,4,0,10,0,25,0,0,0,8203,0,0,0,0
45,0,0,2,0,0,0,0,2,0,8,0,11,18,2,0,11235,0,0,0,0
55,0,0,2,0,1,0,0,3,0,30,0,18,0,0,0,-1,0,0,0,1
72,0,0,2,0,0,0,0,4,0,12,0,53,0,0,0,7884,0,0,0,0
24,0,0,2,0,1,0,0,1,0,16,0,1,0,0,0,245,1,0,0,1
65,0,0,1,0,0,0,0,3,0,18,0,40,0,0,0,6286,0,0,0,1
856,0,0,11,0,2,0,0,1,0,17,0,3,828,66,0,6555,0,1,0,1
72,0,0,3,0,1,0,0,7,0,20,1,45,0,0,0,-1,0,3,0,1
70,0,0,2,0,0,0,0,3,0,14,0,49,0,0,0,11887,0,0,0,0
36,0,0,2,1,0,0,0,1,0,16,0,13,0,0,0,-1,0,0,0,1
65,0,0,2,0,1,0,0,2,0,17,0,15,25,2,0,11433,0,0,0,0
32,0,0,1,0,0,0,0,3,0,8,0,17,0,0,0,11081,0,0,0,0
56,0,0,1,0,0,0,0,3,0,16,0,33,0,0,0,9909,0,0,0,0
102,0,0,2,2,0,0,0,4,0,36,0,59,0,0,0,-1,0,0,0,1
45,0,0,2,0,1,0,0,2,0,16,0,22,0,0,0,9246,0,0,0,0
54,0,0,2,0,0,0,0,2,0,12,0,35,0,0,0,8240,0,0,0,0
76,1,0,5,0,0,0,0,4,0,14,0,37,17,2,0,5126,0,0,0,1
64,0,0,3,0,1,0,0,3,0,17,0,40,0,0,0,11125,0,0,0,0
90,0,0,5,0,0,0,0,2,0,9,1,5,68,5,0,-1,0,0,0,1
53,0,0,1,0,0,0,0,5,0,6,0,40,0,0,0,3664,0,0,0,1
99,0,0,3,0,0,0,0,8,0,22,0,70,0,0,1,8579,0,0,0,1
42,0,0,2,0,1,0,0,1,0,15,0,20,0,0,0,874,0,0,0,0
47,0,0,2,0,0,0,0,4,0,9,0,31,0,0,0,-1,0,0,0,1
39,0,0,2,0,0,0,0,2,0,12,0,20,0,0,0,-1,0,0,0,1
58,0,0,2,0,0,0,0,1,0,14,0,10,26,2,0,-1,0,0,0,1
33,0,0,2,0,1,0,0,2,0,18,0,8,0,0,0,9538,0,0,0,0
26,0,0,1,1,0,0,0,1,0,13,0,6,0,0,0,1139,0,0,0,1
83,0,0,4,0,2,0,0,6,0,20,0,56,0,0,0,380,0,0,0,1
93,0,0,4,1,1,0,0,5,0,22,0,64,0,0,1,-1,0,0,0,1
92,0,0,1,0,0,0,0,6,0,29,0,56,0,0,0,9061,0,0,0,0
31,1,0,3,0,2,0,1,1,0,19,0,5,0,0,0,-1,0,15,0,1
80,0,0,3,0,0,0,0,2,1,10,0,4,58,4,0,7991,0,4,0,1
45,0,0,2,0,0,0,0,3,0,12,0,26,0,0,0,1440,0,0,0,1
40,0,0,1,0,0,0,0,1,0,20,0,13,0,0,0,6695,0,0,0,0
49,0,0,1,0,0,0,0,3,0,12,0,30,0,0,0,10632,0,0,0,0
55,0,0,1,0,0,0,0,4,0,11,0,37,0,0,0,7718,0,0,0,0
39,0,0,1,0,0,0,0,2,0,16,0,16,0,0,0,7084,0,0,0,0
41,0,0,2,0,1,0,0,3,0,20,0,14,0,0,0,10230,0,0,0,0
78,0,0,6,0,1,0,0,1,0,14,1,3,53,3,0,-1,0,0,0,1
32,0,0,2,1,1,0,0,1,0,15,0,10,0,0,0,-1,0,0,0,1
40,0,0,2,0,0,0,0,2,0,16,0,17,0,0,0,-1,0,0,0,1
27,1,0,4,0,2,0,0,1,0,12,0,8,0,0,0,-1,0,9,0,1
129,0,0,6,2,4,0,0,1,0,50,0,12,59,4,0,-1,0,11,0,1
73,0,0,3,0,0,0,0,2,0,11,0,4,50,6,0,-1,0,0,0,1
74,0,0,2,0,0,0,0,1,0,27,0,10,29,4,0,9345,0,0,0,0
24,0,0,1,0,0,0,0,1,0,10,0,7,0,0,0,5811,0,0,0,1
32,0,0,2,1,0,0,0,1,0,15,0,10,0,0,0,10443,0,0,0,0
237,0,0,3,0,1,0,0,3,0,23,0,42,164,1,0,-1,0,0,0,1
32,0,0,1,0,0,0,0,1,0,10,0,15,0,0,0,7338,0,0,0,0
45,0,0,1,0,0,0,0,3,0,12,0,26,0,0,0,8253,0,0,0,0
83,0,0,1,0,0,0,0,3,0,21,0,55,0,0,0,10276,0,0,0,0
31,0,0,1,0,0,0,0,3,0,8,0,16,0,0,0,11081,0,0,0,0
38,0,0,2,0,1,0,0,1,0,16,0,15,0,0,0,8186,0,0,0,0
56,0,0,2,0,0,0,0,3,0,11,0,38,0,0,0,-1,0,0,0,0
44,0,0,3,1,1,0,0,1,0,25,0,12,0,0,0,9885,0,0,0,0
29,0,0,2,1,1,0,0,1,0,21,0,1,0,0,0,-1,0,0,0,1
53,0,0,1,0,0,0,0,5,0,12,0,34,0,0,0,8588,0,0,0,0
51,0,0,2,0,1,0,0,3,0,17,0,27,0,0,0,-1,0,0,0,1
27,0,0,1,0,0,0,0,1,0,19,0,1,0,0,0,-1,0,0,0,0
34,1,0,4,0,2,0,0,1,0,15,0,12,0,0,0,6690,0,12,0,1
62,0,0,1,0,0,0,0,3,0,14,0,41,0,0,0,9944,1,0,0,0
50,0,0,2,0,0,0,0,3,0,8,0,35,0,0,0,11280,0,0,0,0
124,0,0,6,4,1,0,0,1,0,43,1,74,0,5,0,5110,0,0,0,1
30,0,0,1,0,0,0,0,2,0,11,0,12,0,0,0,6936,0,0,0,0
70,0,0,3,0,1,0,0,1,0,21,0,14,27,10,0,-1,0,0,0,1
58,0,0,2,0,0,0,0,3,0,12,0,39,0,0,0,6652,1,0,0,0
78,0,0,3,0,1,0,0,2,0,15,0,19,36,6,0,8397,0,0,0,0
25,0,0,1,0,0,0,0,2,0,7,0,11,0,0,0,-1,0,0,0,0
38,0,0,1,0,0,0,0,1,0,11,0,6,13,2,0,7752,0,0,0,0
29,0,0,3,0,2,0,0,2,0,15,0,7,0,0,0,11053,0,0,0,0
30,0,0,1,0,0,0,0,1,0,10,0,13,0,0,0,10608,0,0,0,0
40,0,0,2,0,0,0,0,2,0,12,0,21,0,0,0,-1,0,0,0,1
53,0,0,2,0,0,0,0,1,0,17,0,29,0,0,0,7220,0,0,0,0
51,0,0,2,0,0,0,0,4,0,9,1,35,0,0,0,8233,0,0,0,1
40,0,0,2,0,0,0,0,1,0,17,0,16,0,0,0,-1,0,0,0,1
34,0,0,3,0,2,0,0,1,0,26,0,1,0,0,0,-1,0,0,0,1
93,0,0,4,0,1,0,0,3,0,30,0,45,10,2,1,-1,0,4,0,1
38,0,0,2,0,1,0,0,3,0,16,0,15,0,0,0,10945,0,0,0,0
38,0,0,2,0,1,0,0,2,0,10,0,21,0,0,0,10062,0,0,0,0
60,1,0,3,0,2,0,0,2,0,13,0,40,0,0,0,749,0,10,0,1
25,0,0,1,1,0,0,0,1,0,17,0,1,0,0,0,7854,0,0,0,0
58,0,0,2,0,0,0,0,1,0,23,0,8,19,4,0,8843,0,0,0,0
16,0,0,1,0,0,0,0,1,0,8,0,1,0,0,0,10090,0,0,0,0
85,0,0,2,0,0,0,0,6,0,9,0,69,0,0,0,5055,0,0,0,1
28,0,0,1,0,0,0,0,1,0,13,0,8,0,0,0,5468,0,0,0,1
54,0,0,2,0,1,0,0,5,0,19,0,28,0,0,0,244,0,0,0,1
